GCA_protein_ID,GCA_gene_ID,GCF_protein_ID,GCF_gene_ID,common_name,product,Orthogroup
ABJ11001.1,PA14_41060,WP_003087954.1,PA14_RS16640,rnhA,ribonuclease HI,OG0001316
ABJ11000.1,PA14_41070,WP_003087952.1,PA14_RS16645,PA14_RS16645,methyltransferase domain-containing protein,OG0001315
ABJ10999.1,PA14_41080,WP_003087949.1,PA14_RS16650,gloB,hydroxyacylglutathione hydrolase,OG0001314
ABJ10998.1,PA14_41090,WP_003120244.1,PA14_RS16655,PA14_RS16655,lytic transglycosylase domain-containing protein,OG0001313
ABJ10997.1,PA14_41110,WP_003098137.1,PA14_RS16660,PA14_RS16660,extracellular solute-binding protein,OG0001312
ABJ10996.1,PA14_41130,WP_003087944.1,PA14_RS16665,PA14_RS16665,extracellular solute-binding protein,OG0000112
ABJ10995.1,PA14_41140,WP_003098134.1,PA14_RS16670,PA14_RS16670,microcin C ABC transporter permease YejB,OG0000111
ABJ10994.1,PA14_41150,WP_011666703.1,PA14_RS16675,PA14_RS16675,ABC transporter permease,OG0000110
ABJ10993.1,PA14_41160,WP_003139933.1,PA14_RS16680,PA14_RS16680,ABC transporter ATP-binding protein,OG0000109
ABJ10992.1,PA14_41170,WP_003139935.1,PA14_RS16685,fabI,enoyl-ACP reductase FabI,OG0001311
ABJ10991.1,PA14_41190,WP_003087933.1,PA14_RS16690,PA14_RS16690,SurA N-terminal domain-containing protein,OG0001310
ABJ10990.1,PA14_41210,WP_003087931.1,PA14_RS16700,hupB,DNA-binding protein HU-beta,OG0000108
ABJ10989.1,PA14_41220,WP_003124759.1,PA14_RS16705,lon,endopeptidase La,OG0001309
ABJ10988.1,PA14_41230,WP_003087924.1,PA14_RS16710,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,OG0001308
ABJ10987.1,PA14_41240,WP_003098129.1,PA14_RS16715,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,OG0001307
ABJ10986.1,PA14_41250,WP_003087920.1,PA14_RS16720,tig,trigger factor,OG0001306
ABJ10985.1,PA14_41260,WP_003087915.1,PA14_RS16725,parR,response regulator transcription factor ParR,OG0000069
ABJ10984.1,PA14_41270,WP_003087912.1,PA14_RS16730,parS,sensor histidine kinase ParS,OG0001305
ABJ10983.1,PA14_41280,WP_003139940.1,PA14_RS16735,PA14_RS16735,serine hydrolase domain-containing protein,OG0001304
ABJ10982.1,PA14_41290,,,,,
ABJ10981.1,PA14_41300,WP_003087901.1,,,,OG0001303
ABJ10980.1,PA14_41350,WP_003087898.1,PA14_RS16770,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,OG0001302
ABJ10979.1,PA14_41360,WP_003139944.1,PA14_RS16775,cysS,cysteine--tRNA ligase,OG0001301
ABJ10978.1,PA14_41380,WP_003139945.1,PA14_RS16780,PA14_RS16780,glutamine--tRNA ligase/YqeY domain fusion protein,OG0001300
ABJ10977.1,PA14_41390,WP_003087890.1,PA14_RS16785,PA14_RS16785,peptidylprolyl isomerase,OG0000107
ABJ10976.1,PA14_41400,WP_003113585.1,PA14_RS16790,lpxH,UDP-2%2C3-diacylglucosamine diphosphatase,OG0001299
ABJ10975.1,PA14_41420,WP_003087885.1,PA14_RS16795,PA14_RS16795,SPFH domain-containing protein,OG0001298
ABJ10974.1,PA14_41430,WP_003139946.1,PA14_RS16800,PA14_RS16800,tRNA-(ms[2]io[6]A)-hydroxylase,OG0001297
ABJ10973.1,PA14_41440,WP_003139947.1,PA14_RS16805,PA14_RS16805,universal stress protein,OG0001296
ABJ10972.1,PA14_41450,WP_003098041.1,PA14_RS16810,PA14_RS16810,DUF1289 domain-containing protein,OG0001295
ABJ10971.1,PA14_41470,WP_003087875.1,PA14_RS16815,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,OG0001294
ABJ10970.1,PA14_41480,WP_003139948.1,PA14_RS16820,PA14_RS16820,CmpA/NrtA family ABC transporter substrate-binding protein,OG0001293
ABJ10969.1,PA14_41490,WP_003087868.1,PA14_RS16825,PA14_RS16825,ANTAR domain-containing response regulator,OG0001292
ABJ10968.1,PA14_41500,WP_003087865.1,PA14_RS16830,PA14_RS16830,polysaccharide lyase family 7 protein,OG0001291
ABJ10967.1,PA14_41510,WP_003087861.1,PA14_RS16835,PA14_RS16835,NarK/NasA family nitrate transporter,OG0001290
ABJ10966.1,PA14_41520,WP_011666704.1,PA14_RS16840,PA14_RS16840,bifunctional protein-serine/threonine kinase/phosphatase,OG0001289
ABJ10965.1,PA14_41530,,,,,
ABJ10964.1,PA14_41540,WP_003139953.1,PA14_RS16850,nirD,nitrite reductase small subunit NirD,OG0001288
ABJ10963.1,PA14_41560,WP_003139955.1,PA14_RS16855,PA14_RS16855,nitrate reductase,OG0001287
ABJ15644.1,PA14_41563,WP_011666705.1,PA14_RS16860,cobA,uroporphyrinogen-III C-methyltransferase,OG0005448
ABJ10962.1,PA14_41570,WP_003087843.1,PA14_RS16865,oprF,outer membrane porin OprF,OG0001286
ABJ15679.1,PA14_41575,WP_003098059.1,PA14_RS16870,sigX,RNA polymerase sigma factor SigX,OG0005477
ABJ10961.1,PA14_41590,WP_003087830.1,PA14_RS16875,PA14_RS16875,mechanosensitive ion channel,OG0001285
ABJ10960.1,PA14_41610,WP_003122844.1,PA14_RS16880,PA14_RS16880,hypothetical protein,OG0001284
ABJ10959.1,PA14_41630,WP_003098062.1,PA14_RS16885,PA14_RS16885,zinc transporter ZntB,OG0001283
ABJ10958.1,PA14_41640,WP_003087823.1,PA14_RS16890,rraA,ribonuclease E activity regulator RraA,OG0001282
ABJ10957.1,PA14_41650,WP_003087820.1,PA14_RS16895,PA14_RS16895,alpha/beta fold hydrolase,OG0001281
ABJ10956.1,PA14_41670,WP_003098065.1,PA14_RS16900,ppsA,phosphoenolpyruvate synthase,OG0001280
ABJ10955.1,PA14_41680,WP_003087813.1,PA14_RS16910,PA14_RS16910,kinase/pyrophosphorylase,OG0001279
ABJ10954.1,PA14_41690,WP_003087811.1,PA14_RS16915,PA14_RS16915,ATP-dependent zinc protease,OG0000106
ABJ10953.1,PA14_41710,WP_003087809.1,PA14_RS16920,PA14_RS16920,inactive transglutaminase family protein,OG0001278
ABJ10952.1,PA14_41730,WP_003087807.1,PA14_RS16925,PA14_RS16925,alpha-L-glutamate ligase-like protein,OG0001277
ABJ10951.1,PA14_41740,WP_003132833.1,PA14_RS16930,PA14_RS16930,MalM family protein,OG0001276
ABJ10950.1,PA14_41750,WP_003132834.1,PA14_RS16935,PA14_RS16935,outer membrane protein transport protein,OG0001275
ABJ10949.1,PA14_41760,WP_003120313.1,PA14_RS16940,PA14_RS16940,transporter,OG0001274
ABJ10948.1,PA14_41780,WP_003098072.1,PA14_RS16945,PA14_RS16945,C39 family peptidase,OG0001273
ABJ10947.1,PA14_41790,WP_003098074.1,PA14_RS16950,PA14_RS16950,DUF6160 family protein,OG0001272
ABJ10946.1,PA14_41800,WP_004355294.1,PA14_RS16955,PA14_RS16955,helix-turn-helix transcriptional regulator,OG0001271
ABJ10945.1,PA14_41810,WP_003120314.1,PA14_RS16960,PA14_RS16960,helix-turn-helix transcriptional regulator,OG0001270
ABJ10944.1,PA14_41820,WP_003140013.1,PA14_RS16965,pabB,aminodeoxychorismate synthase component I,OG0001269
ABJ10943.1,PA14_41830,WP_003140014.1,PA14_RS16970,thrH,bifunctional phosphoserine phosphatase/homoserine phosphotransferase ThrH,OG0001268
ABJ10942.1,PA14_41840,WP_003120317.1,PA14_RS16975,PA14_RS16975,phosphoadenylyl-sulfate reductase,OG0001267
ABJ10941.1,PA14_41860,WP_003140016.1,PA14_RS16980,PA14_RS16980,hypothetical protein,OG0001266
ABJ10940.1,PA14_41870,WP_003087775.1,PA14_RS16985,cysB,HTH-type transcriptional regulator CysB,OG0001265
ABJ10939.1,PA14_41880,WP_003087770.1,PA14_RS16990,PA14_RS16990,universal stress protein,OG0001264
ABJ10938.1,PA14_41900,WP_003140019.1,PA14_RS16995,PA14_RS16995,putative 2-dehydropantoate 2-reductase,OG0001263
ABJ10937.1,PA14_41910,WP_003140021.1,PA14_RS17000,PA14_RS17000,thioredoxin family protein,OG0001262
ABJ10936.1,PA14_41920,WP_003087765.1,PA14_RS17010,PA14_RS17010,3-deoxy-7-phosphoheptulonate synthase,OG0001261
ABJ10935.1,PA14_41930,WP_003087762.1,PA14_RS31430,PA14_RS31430,GNAT family N-acetyltransferase,OG0001260
ABJ10934.1,PA14_41950,WP_003087759.1,PA14_RS17020,PA14_RS17020,crotonase/enoyl-CoA hydratase family protein,OG0001259
ABJ10933.1,PA14_41960,WP_003087758.1,PA14_RS17025,PA14_RS17025,hypothetical protein,OG0001258
ABJ10932.1,PA14_41970,WP_003087757.1,PA14_RS17030,PA14_RS17030,macro domain-containing protein,OG0001257
ABJ10931.1,PA14_41980,WP_003087756.1,PA14_RS17035,PA14_RS17035,hypothetical protein,OG0001256
ABJ10930.1,PA14_41990,WP_003098091.1,PA14_RS17040,PA14_RS17040,hypothetical protein,OG0001255
ABJ10929.1,PA14_42000,WP_003087754.1,PA14_RS17045,PA14_RS17045,hypothetical protein,OG0001254
ABJ10928.1,PA14_42010,WP_003087753.1,PA14_RS17050,PA14_RS17050,amidotransferase,OG0001253
ABJ10927.1,PA14_42020,WP_003087752.1,PA14_RS17055,PA14_RS17055,glutathione S-transferase N-terminal domain-containing protein,OG0001252
ABJ10926.1,PA14_42030,WP_003140024.1,PA14_RS17060,PA14_RS17060,hypothetical protein,OG0001251
ABJ10925.1,PA14_42050,WP_003140026.1,PA14_RS17065,PA14_RS17065,aldo/keto reductase,OG0001250
ABJ10924.1,PA14_42060,WP_003087749.1,PA14_RS17070,PA14_RS17070,LysR family transcriptional regulator,OG0001249
ABJ10923.1,PA14_42080,WP_003140029.1,PA14_RS17075,PA14_RS17075,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein,OG0001248
ABJ10922.1,PA14_42090,WP_003087747.1,PA14_RS17080,PA14_RS17080,acetyl-CoA C-acetyltransferase,OG0001247
ABJ10921.1,PA14_42100,WP_003087746.1,PA14_RS17090,PA14_RS17090,AEC family transporter,OG0001246
ABJ10920.1,PA14_42120,WP_003109519.1,PA14_RS17095,PA14_RS17095,cytochrome c,OG0001245
ABJ10919.1,PA14_42130,WP_003100716.1,PA14_RS17100,PA14_RS17100,peptidase,OG0001244
ABJ10918.1,PA14_42140,WP_003087743.1,PA14_RS17105,PA14_RS17105,transglutaminase family protein,OG0001243
ABJ10917.1,PA14_42150,WP_003087742.1,PA14_RS17110,PA14_RS17110,alpha-E domain-containing protein,OG0001242
ABJ10916.1,PA14_42160,WP_003087741.1,PA14_RS17115,PA14_RS17115,circularly permuted type 2 ATP-grasp protein,OG0001241
ABJ10915.1,PA14_42180,WP_003087739.1,,,,OG0001240
ABJ10914.1,PA14_42200,WP_003087738.1,PA14_RS17125,PA14_RS17125,ribonuclease E inhibitor RraB,OG0001239
ABJ10913.1,PA14_42220,WP_011666707.1,PA14_RS17130,PA14_RS17130,bifunctional diguanylate cyclase/phosphodiesterase,OG0001238
ABJ10912.1,PA14_42230,WP_003087736.1,PA14_RS17135,bglX,beta-glucosidase BglX,OG0001237
ABJ10911.1,PA14_42250,WP_003087735.1,PA14_RS17140,pscL,SctL family type III secretion system stator protein PscL,OG0001236
ABJ10910.1,PA14_42260,WP_003087734.1,PA14_RS17145,pscK,SctK family type III secretion system sorting platform protein PscK,OG0001235
ABJ10909.1,PA14_42270,WP_003120329.1,PA14_RS17150,pscJ,SctJ family type III secretion inner membrane ring lipoprotein Psc,OG0001234
ABJ10908.1,PA14_42280,WP_003120330.1,PA14_RS17155,pscI,SctI family type III secretion system inner rod subunit PscI,OG0001233
ABJ10907.1,PA14_42290,WP_003100725.1,PA14_RS17160,pscH,YopR family T3SS polymerization control protein PscH,OG0001232
ABJ10906.1,PA14_42300,WP_003140037.1,PA14_RS17165,pscG,YscG family type III secretion system chaperone PscG,OG0001231
ABJ10905.1,PA14_42310,WP_003087729.1,PA14_RS17170,pscF,type III secretion system needle filament protein PscF,OG0001230
ABJ10904.1,PA14_42320,WP_003100751.1,PA14_RS17175,pscE,YscE family type III secretion system co-chaperone PscE,OG0001229
ABJ10903.1,PA14_42340,WP_003132859.1,PA14_RS17180,pscD,SctD family type III secretion system inner membrane ring subunit PscD,OG0001228
ABJ10902.1,PA14_42350,WP_003140040.1,PA14_RS17185,pscC,SctC family type III secretion system outer membrane ring subunit PscC,OG0001227
ABJ10901.1,PA14_42360,WP_003109510.1,PA14_RS17190,pscB,YscB family type III secretion system chaperone PscB,OG0001226
ABJ10900.1,PA14_42380,WP_003109509.1,PA14_RS17195,exsD,T3SS regulon anti-activator ExsD,OG0001225
ABJ10899.1,PA14_42390,WP_003120334.1,PA14_RS17200,exsA,T3SS regulon transcriptional activator ExsA,OG0001224
ABJ10898.1,PA14_42400,WP_003117721.1,PA14_RS17205,exsB,YscW family type III secretion system pilotin ExsB,OG0001223
ABJ10897.1,PA14_42410,WP_003109506.1,PA14_RS17210,exsE,T3SS regulon translocated regulator ExsE,OG0001222
ABJ10896.1,PA14_42430,WP_003109505.1,PA14_RS17215,exsC,type III secretion system regulatory chaperone ExsC,OG0001221
ABJ10895.1,PA14_42440,WP_003109504.1,PA14_RS17220,popD,type III secretion system translocon subunit PopD,OG0001220
ABJ10894.1,PA14_42450,WP_003087710.1,PA14_RS17225,popB,type III secretion system translocon subunit PopB,OG0001219
ABJ10893.1,PA14_42460,WP_003087708.1,PA14_RS17230,pcrH,SycD/LcrH family type III secretion system chaperone PcrH,OG0001218
ABJ10892.1,PA14_42470,WP_003109502.1,PA14_RS17235,pcrV,type III secretion system needle tip protein PcrV,OG0001217
ABJ10891.1,PA14_42480,WP_003109501.1,PA14_RS17240,pcrG,LcrG family type III secretion system chaperone PcrG,OG0001216
ABJ10890.1,PA14_42490,WP_003100791.1,PA14_RS17245,pcrR,LcrR family type III secretion system chaperone PcrR,OG0001215
ABJ10889.1,PA14_42500,WP_003087696.1,PA14_RS17250,pcrD,SctV family type III secretion system export apparatus subunit PcrD,OG0001214
ABJ10888.1,PA14_42510,WP_003113547.1,PA14_RS17255,pscY,type III secretion system chaperone PscY,OG0001213
ABJ10887.1,PA14_42520,WP_003140044.1,PA14_RS17260,pscX,type III secretion system protein PscX,OG0001212
ABJ10886.1,PA14_42530,WP_003087694.1,PA14_RS17265,sycN,type III secretion chaperone SycN,OG0001211
ABJ10885.1,PA14_42540,WP_003087693.1,PA14_RS17270,pcr1,Acr1 family type III secretion system gatekeeper subunit Pcr1,OG0001210
ABJ10884.1,PA14_42550,WP_003087692.1,PA14_RS17275,popN,SctW family type III secretion system gatekeeper subunit PopN,OG0001209
ABJ10883.1,PA14_42570,WP_003100796.1,PA14_RS17280,pscN,SctN family type III secretion system ATPase PscN,OG0001208
ABJ10882.1,PA14_42580,WP_003140046.1,PA14_RS17285,pscO,type III secretion system central stalk protein PscO,OG0001207
ABJ10881.1,PA14_42600,WP_011666708.1,PA14_RS30640,pscP,type III secretion system needle length determinant PscP,OG0001206
ABJ10880.1,PA14_42610,WP_003140061.1,PA14_RS17295,pscQ,SctQ family type III secretion system cytoplasmic ring protein PscQ,OG0001205
ABJ10879.1,PA14_42620,WP_003087674.1,PA14_RS17300,pscR,SctR family type III secretion system export apparatus subunit PscR,OG0001204
ABJ10878.1,PA14_42630,WP_003087672.1,PA14_RS17305,pscS,SctS family type III secretion system export apparatus subunit PscS,OG0001203
ABJ10877.1,PA14_42640,WP_003132884.1,PA14_RS17310,pscT,SctT family type III secretion system export apparatus subunit PscT,OG0001202
ABJ10876.1,PA14_42660,WP_003087668.1,PA14_RS17315,pscU,SctU family type III secretion system export apparatus subunit PscU,OG0001201
ABJ10875.1,PA14_42670,WP_003140063.1,PA14_RS17320,PA14_RS17320,LTA synthase family protein,OG0001200
ABJ10874.1,PA14_42680,WP_003140065.1,PA14_RS17325,PA14_RS17325,YncE family protein,OG0001199
ABJ10873.1,PA14_42690,WP_003103196.1,PA14_RS17330,speE,polyamine aminopropyltransferase,OG0001198
ABJ10872.1,PA14_42700,WP_003087659.1,PA14_RS17335,PA14_RS17335,DNA-3-methyladenine glycosylase,OG0001197
ABJ10871.1,PA14_42710,WP_003140068.1,PA14_RS17340,PA14_RS17340,PLDc N-terminal domain-containing protein,OG0001196
ABJ10870.1,PA14_42720,WP_003087657.1,,,,OG0001195
ABJ10869.1,PA14_42730,WP_003087656.1,PA14_RS17350,PA14_RS17350,acireductone dioxygenase,OG0001194
ABJ10868.1,PA14_42740,WP_003110430.1,PA14_RS17355,PA14_RS17355,methylthioribulose 1-phosphate dehydratase,OG0001193
ABJ10867.1,PA14_42750,WP_003140070.1,PA14_RS17360,PA14_RS17360,MFS transporter,OG0001192
ABJ10866.1,PA14_42760,WP_003087653.1,PA14_RS17365,aroC,chorismate synthase,OG0001191
ABJ10865.1,PA14_42770,WP_003140073.1,PA14_RS17370,PA14_RS17370,alpha/beta hydrolase,OG0001190
ABJ10864.1,PA14_42780,WP_003087649.1,PA14_RS17375,PA14_RS17375,hypothetical protein,OG0001189
ABJ10863.1,PA14_42790,WP_003087648.1,PA14_RS17380,prmB,50S ribosomal protein L3 N(5)-glutamine methyltransferase,OG0001188
ABJ10862.1,PA14_42820,WP_003140074.1,PA14_RS17385,PA14_RS17385,cysteine hydrolase family protein,OG0001187
ABJ10861.1,PA14_42830,WP_003140075.1,PA14_RS17390,PA14_RS17390,hypothetical protein,OG0001186
ABJ10860.1,PA14_42840,WP_003140076.1,PA14_RS17395,PA14_RS17395,Smr/MutS family protein,OG0001185
ABJ10859.1,PA14_42850,WP_003087639.1,PA14_RS17400,folE,GTP cyclohydrolase I FolE,OG0000105
ABJ10858.1,PA14_42860,WP_003087637.1,PA14_RS17405,PA14_RS17405,bacteriohemerythrin,OG0001184
ABJ10857.1,PA14_42870,WP_003110435.1,PA14_RS17410,PA14_RS17410,VOC family protein,OG0001183
ABJ10856.1,PA14_42880,WP_003140077.1,PA14_RS17415,PA14_RS17415,serine/threonine-protein kinase,OG0001182
ABJ10855.1,PA14_42890,WP_003110437.1,PA14_RS17420,PA14_RS17420,serine/threonine-protein phosphatase,OG0001181
ABJ10854.1,PA14_42900,WP_003140078.1,PA14_RS17425,tssM,type VI secretion system membrane subunit TssM,OG0001180
ABJ10853.1,PA14_42910,WP_003120354.1,PA14_RS17430,icmH,type IVB secretion system protein IcmH/DotU,OG0001179
ABJ10852.1,PA14_42920,WP_003087620.1,PA14_RS17435,tssK,type VI secretion system baseplate subunit TssK,OG0001178
ABJ10851.1,PA14_42940,WP_003110438.1,PA14_RS17440,tssJ,type VI secretion system lipoprotein TssJ,OG0001177
ABJ10850.1,PA14_42950,,,,,
ABJ10849.1,PA14_42960,WP_003087614.1,PA14_RS17450,PA14_RS17450,hypothetical protein,OG0001176
ABJ10848.1,PA14_42970,WP_003140081.1,PA14_RS17455,PA14_RS17455,sigma-54-dependent Fis family transcriptional regulator,OG0001175
ABJ10847.1,PA14_42980,WP_003140083.1,PA14_RS17460,tssH,type VI secretion system ATPase TssH,OG0001174
ABJ10846.1,PA14_42990,WP_003140086.1,PA14_RS17465,tssG,type VI secretion system baseplate subunit TssG,OG0001173
ABJ10845.1,PA14_43000,WP_003087605.1,PA14_RS17470,tssF,type VI secretion system baseplate subunit TssF,OG0001172
ABJ10844.1,PA14_43020,WP_003140089.1,PA14_RS17475,tssE,type VI secretion system baseplate subunit TssE,OG0001171
ABJ10843.1,PA14_43030,WP_003087596.1,PA14_RS17480,tssC,type VI secretion system contractile sheath large subunit,OG0001170
ABJ10842.1,PA14_43040,WP_003087592.1,PA14_RS17485,tssB,type VI secretion system contractile sheath small subunit,OG0001169
ABJ10841.1,PA14_43050,WP_003140090.1,PA14_RS17490,tssA,type VI secretion system protein TssA,OG0001168
ABJ10840.1,PA14_43070,,,,,
ABJ10839.1,PA14_43080,,,,,
ABJ10838.1,PA14_43090,WP_003140105.1,PA14_RS17505,PA14_RS17505,DUF4123 domain-containing protein,OG0001167
ABJ10837.1,PA14_43100,WP_003140107.1,PA14_RS17510,PA14_RS17510,DUF6531 domain-containing protein,OG0001166
ABJ10836.1,PA14_43110,WP_003097816.1,PA14_RS17515,PA14_RS17515,glutathione S-transferase family protein,OG0001165
ABJ10835.1,PA14_43130,WP_003140110.1,PA14_RS17520,PA14_RS17520,PLP-dependent aminotransferase family protein,OG0001164
ABJ10834.1,PA14_43140,WP_003097819.1,PA14_RS17525,PA14_RS17525,MarR family transcriptional regulator,OG0001163
ABJ10833.1,PA14_43150,WP_003087573.1,PA14_RS17530,PA14_RS17530,hypothetical protein,OG0001162
ABJ10832.1,PA14_43160,WP_003140113.1,PA14_RS17535,PA14_RS17535,benzoate/H(+) symporter BenE family transporter,OG0001161
ABJ10831.1,PA14_43170,WP_003097823.1,PA14_RS17540,PA14_RS17540,bile acid:sodium symporter family protein,OG0001160
ABJ10830.1,PA14_43180,WP_003140115.1,PA14_RS17545,PA14_RS17545,SDR family oxidoreductase,OG0001159
ABJ10829.1,PA14_43190,WP_003120416.1,PA14_RS17550,PA14_RS17550,NADP-dependent oxidoreductase,OG0001158
ABJ10828.1,PA14_43200,WP_003140117.1,PA14_RS17555,PA14_RS17555,SulP family inorganic anion transporter,OG0001157
ABJ10827.1,PA14_43220,WP_003140119.1,PA14_RS17560,PA14_RS17560,methyl-accepting chemotaxis protein,OG0001156
ABJ10826.1,PA14_43230,WP_003087555.1,PA14_RS17565,PA14_RS17565,DUF5086 domain-containing protein,OG0001155
ABJ10825.1,PA14_43240,WP_003087553.1,PA14_RS17570,PA14_RS17570,flavin reductase family protein,OG0001154
ABJ10824.1,PA14_43250,WP_003114600.1,PA14_RS17575,PA14_RS17575,GFA family protein,OG0001153
ABJ10823.1,PA14_43270,WP_003087548.1,PA14_RS17580,mnmH,tRNA 2-selenouridine(34) synthase MnmH,OG0001152
ABJ10822.1,PA14_43280,WP_003087546.1,PA14_RS17585,selD,selenide%2C water dikinase SelD,OG0001151
ABJ10821.1,PA14_43290,WP_003097836.1,PA14_RS17590,PA14_RS17590,hypothetical protein,OG0001150
ABJ10820.1,PA14_43300,WP_003087542.1,PA14_RS17595,PA14_RS17595,patatin-like phospholipase family protein,OG0001149
ABJ10819.1,PA14_43310,WP_003110632.1,PA14_RS17600,PA14_RS17600,DUF4893 domain-containing protein,OG0001148
ABJ10818.1,PA14_43320,WP_003087537.1,PA14_RS17605,glsB,glutaminase B,OG0001147
ABJ10817.1,PA14_43340,WP_003087534.1,PA14_RS17610,PA14_RS17610,response regulator,OG0001146
ABJ10816.1,PA14_43350,WP_003140123.1,PA14_RS17615,PA14_RS17615,sensor histidine kinase KdpD,OG0001145
ABJ10815.1,PA14_43370,WP_003136152.1,PA14_RS17620,kdpC,potassium-transporting ATPase subunit KdpC,OG0001144
ABJ10814.1,PA14_43380,WP_003140127.1,PA14_RS17625,kdpB,potassium-transporting ATPase subunit KdpB,OG0001143
ABJ10813.1,PA14_43400,WP_003140129.1,PA14_RS17630,kdpA,potassium-transporting ATPase subunit KdpA,OG0001142
ABJ15698.1,PA14_43405,WP_003097848.1,PA14_RS17635,PA14_RS17635,K(+)-transporting ATPase subunit F,OG0005492
ABJ10812.1,PA14_43420,WP_003109952.1,PA14_RS17640,PA14_RS17640,acyl-CoA dehydrogenase family protein,OG0001141
ABJ10811.1,PA14_43430,WP_003097851.1,PA14_RS17645,PA14_RS17645,IclR family transcriptional regulator,OG0001140
ABJ10810.1,PA14_43440,WP_003087516.1,PA14_RS17650,PA14_RS17650,enoyl-CoA hydratase,OG0000103
ABJ10809.1,PA14_43460,WP_003140132.1,PA14_RS17655,PA14_RS17655,3-hydroxyacyl-CoA dehydrogenase,OG0000102
ABJ10808.1,PA14_43480,WP_003122888.1,PA14_RS17660,PA14_RS17660,FadR/GntR family transcriptional regulator,OG0001139
ABJ10807.1,PA14_43490,WP_003140135.1,PA14_RS17665,PA14_RS17665,CynX/NimT family MFS transporter,OG0001138
ABJ10806.1,PA14_43510,WP_003087507.1,PA14_RS17670,PA14_RS17670,AI-2E family transporter,OG0001137
ABJ10805.1,PA14_43520,WP_003087504.1,PA14_RS17675,PA14_RS17675,DUF4892 domain-containing protein,OG0001136
ABJ10804.1,PA14_43530,WP_003087500.1,PA14_RS17680,PA14_RS17680,glutathione S-transferase N-terminal domain-containing protein,OG0000060
ABJ10803.1,PA14_43540,WP_003097867.1,PA14_RS17685,PA14_RS17685,alpha/beta fold hydrolase,OG0001135
